SEGEMENT,SUB_SEGMENT,PARTICULARS,ROW_TYPE,PERIOD,METRIC,VALUE,SN
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,SHRAWAN_2082,BUDGET,0.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,SHRAWAN_2082,BUDGET,0.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,SHRAWAN_2082,BUDGET,0.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,SHRAWAN_2082,BUDGET,175000.0,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,SHRAWAN_2082,BUDGET,833333.3333333334,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,SHRAWAN_2082,BUDGET,207651.15099999998,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,SHRAWAN_2082,BUDGET,833333.3333333334,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,SHRAWAN_2082,BUDGET,562327.683451327,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,SHRAWAN_2082,BUDGET,0.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,SHRAWAN_2082,BUDGET,2611645.5011179936,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,SHRAWAN_2082,BUDGET,2083333.3333333333,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,SHRAWAN_2082,BUDGET,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,SHRAWAN_2082,BUDGET,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,SHRAWAN_2082,BUDGET,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,SHRAWAN_2082,BUDGET,2083333.3333333333,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,SHRAWAN_2082,BUDGET,214436.09864306785,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,SHRAWAN_2082,BUDGET,24496.562964601773,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,SHRAWAN_2082,BUDGET,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,SHRAWAN_2082,BUDGET,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,SHRAWAN_2082,BUDGET,238932.6616076696,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,SHRAWAN_2082,BUDGET,4933911.496058997,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,SHRAWAN_2082,BUDGET,25460.0,B.
QR SEGMENT,,Subtotal (B),LINE,SHRAWAN_2082,BUDGET,25460.0,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,SHRAWAN_2082,BUDGET,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,SHRAWAN_2082,BUDGET,0.0,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,SHRAWAN_2082,BUDGET,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,SHRAWAN_2082,BUDGET,0.0,
OTHER INCOME,,Interest Income,LINE,SHRAWAN_2082,BUDGET,0.0,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,SHRAWAN_2082,BUDGET,20000.0,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,SHRAWAN_2082,BUDGET,0.0,
OTHER INCOME,,API Suite,LINE,SHRAWAN_2082,BUDGET,120000.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,SHRAWAN_2082,BUDGET,0.0,
OTHER INCOME,,ACS Services,LINE,SHRAWAN_2082,BUDGET,0.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,SHRAWAN_2082,BUDGET,0.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,SHRAWAN_2082,BUDGET,0.0,
OTHER INCOME,,Cardless Withdrawal,LINE,SHRAWAN_2082,BUDGET,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,SHRAWAN_2082,BUDGET,0.0,
OTHER INCOME,,Other Income,LINE,SHRAWAN_2082,BUDGET,50000.0,
OTHER INCOME,,Subtotal (D),LINE,SHRAWAN_2082,BUDGET,190000.0,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,SHRAWAN_2082,ACTUAL,0.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,SHRAWAN_2082,ACTUAL,0.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,SHRAWAN_2082,ACTUAL,20000.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,SHRAWAN_2082,ACTUAL,79520.0,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,SHRAWAN_2082,ACTUAL,1685875.138603532,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,SHRAWAN_2082,ACTUAL,179166.66666666666,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,SHRAWAN_2082,ACTUAL,1636094.75,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,SHRAWAN_2082,ACTUAL,811194.9646017699,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,SHRAWAN_2082,ACTUAL,0.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,SHRAWAN_2082,ACTUAL,4411851.519871969,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,SHRAWAN_2082,ACTUAL,2083333.3333333333,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,SHRAWAN_2082,ACTUAL,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,SHRAWAN_2082,ACTUAL,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,SHRAWAN_2082,ACTUAL,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,SHRAWAN_2082,ACTUAL,2083333.3333333333,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,SHRAWAN_2082,ACTUAL,239177.469026549,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,SHRAWAN_2082,ACTUAL,20320.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,SHRAWAN_2082,ACTUAL,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,SHRAWAN_2082,ACTUAL,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,SHRAWAN_2082,ACTUAL,259497.469026549,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,SHRAWAN_2082,ACTUAL,6754682.322231851,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,SHRAWAN_2082,ACTUAL,4604.15,B.
QR SEGMENT,,Subtotal (B),LINE,SHRAWAN_2082,ACTUAL,4604.15,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,SHRAWAN_2082,ACTUAL,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,SHRAWAN_2082,ACTUAL,0.0,
SMARTPAY SEGMENT,,Subtotal (D),LINE,SHRAWAN_2082,ACTUAL,0.0,
OTHER INCOME,,Interest Income,LINE,SHRAWAN_2082,ACTUAL,0.0,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,SHRAWAN_2082,ACTUAL,16000.0,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,SHRAWAN_2082,ACTUAL,0.0,
OTHER INCOME,,API Suite,LINE,SHRAWAN_2082,ACTUAL,0.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,SHRAWAN_2082,ACTUAL,8000.0,
OTHER INCOME,,ACS Services,LINE,SHRAWAN_2082,ACTUAL,0.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,SHRAWAN_2082,ACTUAL,0.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,SHRAWAN_2082,ACTUAL,0.0,
OTHER INCOME,,Cardless Withdrawal,LINE,SHRAWAN_2082,ACTUAL,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,SHRAWAN_2082,ACTUAL,0.0,
OTHER INCOME,,Other Income,LINE,SHRAWAN_2082,ACTUAL,0.0,
OTHER INCOME,,Subtotal (D),LINE,SHRAWAN_2082,ACTUAL,24000.0,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,SHRAWAN_2082,VARIANCE,0.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,SHRAWAN_2082,VARIANCE,0.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,SHRAWAN_2082,VARIANCE,20000.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,SHRAWAN_2082,VARIANCE,-95480.0,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,SHRAWAN_2082,VARIANCE,852541.8052701986,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,SHRAWAN_2082,VARIANCE,-28484.484333333327,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,SHRAWAN_2082,VARIANCE,802761.4166666666,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,SHRAWAN_2082,VARIANCE,248867.2811504429,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,SHRAWAN_2082,VARIANCE,0.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,SHRAWAN_2082,VARIANCE,1800206.0187539747,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,SHRAWAN_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,SHRAWAN_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,SHRAWAN_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,SHRAWAN_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,SHRAWAN_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,SHRAWAN_2082,VARIANCE,24741.370383481146,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,SHRAWAN_2082,VARIANCE,-4176.562964601773,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,SHRAWAN_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,SHRAWAN_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,SHRAWAN_2082,VARIANCE,20564.807418879373,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,SHRAWAN_2082,VARIANCE,1820770.826172854,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,SHRAWAN_2082,VARIANCE,-20855.85,B.
QR SEGMENT,,Subtotal (B),LINE,SHRAWAN_2082,VARIANCE,-20855.85,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,SHRAWAN_2082,VARIANCE,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,SHRAWAN_2082,VARIANCE,0.0,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,SHRAWAN_2082,VARIANCE,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,SHRAWAN_2082,VARIANCE,0.0,
OTHER INCOME,,Interest Income,LINE,SHRAWAN_2082,VARIANCE,0.0,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,SHRAWAN_2082,VARIANCE,-4000.0,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,SHRAWAN_2082,VARIANCE,0.0,
OTHER INCOME,,API Suite,LINE,SHRAWAN_2082,VARIANCE,-120000.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,SHRAWAN_2082,VARIANCE,8000.0,
OTHER INCOME,,ACS Services,LINE,SHRAWAN_2082,VARIANCE,0.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,SHRAWAN_2082,VARIANCE,0.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,SHRAWAN_2082,VARIANCE,0.0,
OTHER INCOME,,Cardless Withdrawal,LINE,SHRAWAN_2082,VARIANCE,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,SHRAWAN_2082,VARIANCE,0.0,
OTHER INCOME,,Other Income,LINE,SHRAWAN_2082,VARIANCE,-50000.0,
OTHER INCOME,,Subtotal (D),LINE,SHRAWAN_2082,VARIANCE,-166000.0,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.4544,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,2.0230501663242384,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.8628253000469362,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,1.9633136999999998,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,1.4425662980399647,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,1.6892995308832468,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,1.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,1.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,1.1153787563756397,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.8295041238790509,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,1.0860694694501292,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,1.369031918717474,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.1808385703063629,B.
QR SEGMENT,,Subtotal (B),LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.1808385703063629,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Interest Income,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.8,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,API Suite,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,ACS Services,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Cardless Withdrawal,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Other Income,LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Subtotal (D),LINE,SHRAWAN_2082,PCT_OF_ACHIEVEMENT,0.12631578947368421,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,BHADRA_2082,BUDGET,483600.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,BHADRA_2082,BUDGET,920400.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,BHADRA_2082,BUDGET,0.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,BHADRA_2082,BUDGET,175000.0,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,BHADRA_2082,BUDGET,833333.3333333334,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,BHADRA_2082,BUDGET,207651.151,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,BHADRA_2082,BUDGET,833333.3333333334,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,BHADRA_2082,BUDGET,573574.237120354,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,BHADRA_2082,BUDGET,438400.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,BHADRA_2082,BUDGET,4465292.054787021,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,BHADRA_2082,BUDGET,2083333.3333333333,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,BHADRA_2082,BUDGET,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,BHADRA_2082,BUDGET,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,BHADRA_2082,BUDGET,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,BHADRA_2082,BUDGET,2083333.3333333333,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,BHADRA_2082,BUDGET,214436.09864306785,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,BHADRA_2082,BUDGET,24496.562964601773,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,BHADRA_2082,BUDGET,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,BHADRA_2082,BUDGET,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,BHADRA_2082,BUDGET,238932.6616076696,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,BHADRA_2082,BUDGET,6787558.049728024,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,BHADRA_2082,BUDGET,26733.0,B.
QR SEGMENT,,Subtotal (B),LINE,BHADRA_2082,BUDGET,26733.0,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,BHADRA_2082,BUDGET,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,BHADRA_2082,BUDGET,0.0,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,BHADRA_2082,BUDGET,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,BHADRA_2082,BUDGET,0.0,
OTHER INCOME,,Interest Income,LINE,BHADRA_2082,BUDGET,0.0,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,BHADRA_2082,BUDGET,20000.0,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,BHADRA_2082,BUDGET,0.0,
OTHER INCOME,,API Suite,LINE,BHADRA_2082,BUDGET,120000.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,BHADRA_2082,BUDGET,0.0,
OTHER INCOME,,ACS Services,LINE,BHADRA_2082,BUDGET,0.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,BHADRA_2082,BUDGET,0.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,BHADRA_2082,BUDGET,0.0,
OTHER INCOME,,Cardless Withdrawal,LINE,BHADRA_2082,BUDGET,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,BHADRA_2082,BUDGET,0.0,
OTHER INCOME,,Other Income,LINE,BHADRA_2082,BUDGET,50000.0,
OTHER INCOME,,Subtotal (D),LINE,BHADRA_2082,BUDGET,190000.0,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,BHADRA_2082,ACTUAL,1295000.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,BHADRA_2082,ACTUAL,2147600.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,BHADRA_2082,ACTUAL,175000.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,BHADRA_2082,ACTUAL,55410.0,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,BHADRA_2082,ACTUAL,1362050.8139459973,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,BHADRA_2082,ACTUAL,179166.66666666666,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,BHADRA_2082,ACTUAL,846000.0,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,BHADRA_2082,ACTUAL,761479.168141593,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,BHADRA_2082,ACTUAL,0.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,BHADRA_2082,ACTUAL,6821706.648754258,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,BHADRA_2082,ACTUAL,2083333.3333333333,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,BHADRA_2082,ACTUAL,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,BHADRA_2082,ACTUAL,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,BHADRA_2082,ACTUAL,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,BHADRA_2082,ACTUAL,2083333.3333333333,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,BHADRA_2082,ACTUAL,242504.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,BHADRA_2082,ACTUAL,401362.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,BHADRA_2082,ACTUAL,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,BHADRA_2082,ACTUAL,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,BHADRA_2082,ACTUAL,643866.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,BHADRA_2082,ACTUAL,9548905.982087592,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,BHADRA_2082,ACTUAL,4178.10288,B.
QR SEGMENT,,Subtotal (B),LINE,BHADRA_2082,ACTUAL,4178.10288,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,BHADRA_2082,ACTUAL,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,BHADRA_2082,ACTUAL,0.0,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,BHADRA_2082,ACTUAL,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,BHADRA_2082,ACTUAL,0.0,
OTHER INCOME,,Interest Income,LINE,BHADRA_2082,ACTUAL,0.0,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,BHADRA_2082,ACTUAL,54000.0,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,BHADRA_2082,ACTUAL,0.0,
OTHER INCOME,,API Suite,LINE,BHADRA_2082,ACTUAL,0.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,BHADRA_2082,ACTUAL,8000.0,
OTHER INCOME,,ACS Services,LINE,BHADRA_2082,ACTUAL,0.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,BHADRA_2082,ACTUAL,0.0,
