SEGEMENT,SUB_SEGMENT,PARTICULARS,ROW_TYPE,PERIOD,METRIC,VALUE,SN
OTHER INCOME,,Subtotal (D),LINE,UPTO_POUSH_2ND_QTR_2082,ACTUAL,3547838.44,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,-339400.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,3063400.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,495000.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,-731000.0,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,3170617.7466186015,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,-346906.90599999996,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,2097207.6399999997,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,1489889.7257385408,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,-1753600.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,7145208.206357142,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,203868.3521639686,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,1596634.5175772153,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,1800502.869741184,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,8945711.076098327,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,-51352.25325000004,B.
QR SEGMENT,,Subtotal (B),LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,-51352.25325000004,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,-761403.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,-761403.0,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,0.0,
OTHER INCOME,,Interest Income,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,-698766.7519999999,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,188280.0,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,-750000.0,
OTHER INCOME,,API Suite,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,60000.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,-155000.0,
OTHER INCOME,,ACS Services,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,1342500.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,-66000.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,-300000.0,
OTHER INCOME,,Cardless Withdrawal,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,-500000.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,-60000.0,
OTHER INCOME,,Other Income,LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,383572.14,
OTHER INCOME,,Subtotal (D),LINE,UPTO_POUSH_2ND_QTR_2082,VARIANCE,-555414.6119999998,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.8245450785773366,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,1.832083876575402,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.47785714285714287,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,1.6341235493237203,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.7215627392950658,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,1.419441528,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,1.420014852573086,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,1.3032418482205093,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,1.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,1.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,1.1532219475674692,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,11.504355780334192,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,2.2144715899698553,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,1.2382646109551894,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.8003735994792517,B.
QR SEGMENT,,Subtotal (B),LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.8003735994792517,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.9530062198929924,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.9530062198929924,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Interest Income,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.20346044917493203,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,2.2552,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,API Suite,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,1.0714285714285714,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.16216216216216217,
OTHER INCOME,,ACS Services,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Cardless Withdrawal,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.0,
OTHER INCOME,,Other Income,LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,2.02285904,
OTHER INCOME,,Subtotal (D),LINE,UPTO_POUSH_2ND_QTR_2082,PCT_OF_ACHIEVEMENT,0.8646404194522488,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,UPTO_MANGSIR_2082,BUDGET,1450800.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,UPTO_MANGSIR_2082,BUDGET,2761200.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,UPTO_MANGSIR_2082,BUDGET,0.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,UPTO_MANGSIR_2082,BUDGET,1050000.0,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,UPTO_MANGSIR_2082,BUDGET,4166666.666666667,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,UPTO_MANGSIR_2082,BUDGET,1038255.7549999999,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,UPTO_MANGSIR_2082,BUDGET,4166666.666666667,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,UPTO_MANGSIR_2082,BUDGET,2926375.8477604752,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,UPTO_MANGSIR_2082,BUDGET,1315200.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,UPTO_MANGSIR_2082,BUDGET,18875164.93609381,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,UPTO_MANGSIR_2082,BUDGET,10416666.666666666,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,UPTO_MANGSIR_2082,BUDGET,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,UPTO_MANGSIR_2082,BUDGET,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,UPTO_MANGSIR_2082,BUDGET,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,UPTO_MANGSIR_2082,BUDGET,10416666.666666666,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,UPTO_MANGSIR_2082,BUDGET,1091672.7345819941,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,UPTO_MANGSIR_2082,BUDGET,124709.55239649117,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,UPTO_MANGSIR_2082,BUDGET,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,UPTO_MANGSIR_2082,BUDGET,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,UPTO_MANGSIR_2082,BUDGET,1216382.2869784853,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,UPTO_MANGSIR_2082,BUDGET,30508213.889738966,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,UPTO_MANGSIR_2082,BUDGET,195348.21500000003,B.
QR SEGMENT,,Subtotal (B),LINE,UPTO_MANGSIR_2082,BUDGET,195348.21500000003,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,UPTO_MANGSIR_2082,BUDGET,9453394.5,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,UPTO_MANGSIR_2082,BUDGET,9453394.5,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,UPTO_MANGSIR_2082,BUDGET,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,UPTO_MANGSIR_2082,BUDGET,0.0,
OTHER INCOME,,Interest Income,LINE,UPTO_MANGSIR_2082,BUDGET,438626.52599999995,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,UPTO_MANGSIR_2082,BUDGET,120000.0,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,UPTO_MANGSIR_2082,BUDGET,250000.0,
OTHER INCOME,,API Suite,LINE,UPTO_MANGSIR_2082,BUDGET,680000.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,UPTO_MANGSIR_2082,BUDGET,61666.666666666664,
OTHER INCOME,,ACS Services,LINE,UPTO_MANGSIR_2082,BUDGET,0.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,UPTO_MANGSIR_2082,BUDGET,22000.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,UPTO_MANGSIR_2082,BUDGET,100000.0,
OTHER INCOME,,Cardless Withdrawal,LINE,UPTO_MANGSIR_2082,BUDGET,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,UPTO_MANGSIR_2082,BUDGET,20000.0,
OTHER INCOME,,Other Income,LINE,UPTO_MANGSIR_2082,BUDGET,300000.0,
OTHER INCOME,,Subtotal (D),LINE,UPTO_MANGSIR_2082,BUDGET,1992293.1926666668,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,UPTO_MANGSIR_2082,ACTUAL,1595000.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,UPTO_MANGSIR_2082,ACTUAL,2147600.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,UPTO_MANGSIR_2082,ACTUAL,495000.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,UPTO_MANGSIR_2082,ACTUAL,497250.0,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,UPTO_MANGSIR_2082,ACTUAL,6945962.658056958,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,UPTO_MANGSIR_2082,ACTUAL,796500.0,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,UPTO_MANGSIR_2082,ACTUAL,5814626.67,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,UPTO_MANGSIR_2082,ACTUAL,4483224.939530956,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,UPTO_MANGSIR_2082,ACTUAL,0.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,UPTO_MANGSIR_2082,ACTUAL,22775164.267587915,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,UPTO_MANGSIR_2082,ACTUAL,10416666.666666666,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,UPTO_MANGSIR_2082,ACTUAL,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,UPTO_MANGSIR_2082,ACTUAL,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,UPTO_MANGSIR_2082,ACTUAL,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,UPTO_MANGSIR_2082,ACTUAL,10416666.666666666,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,UPTO_MANGSIR_2082,ACTUAL,1534411.106648915,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,UPTO_MANGSIR_2082,ACTUAL,1748631.89380531,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,UPTO_MANGSIR_2082,ACTUAL,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,UPTO_MANGSIR_2082,ACTUAL,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,UPTO_MANGSIR_2082,ACTUAL,3283043.0004542246,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,UPTO_MANGSIR_2082,ACTUAL,36474873.934708804,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,UPTO_MANGSIR_2082,ACTUAL,161711.34,B.
QR SEGMENT,,Subtotal (B),LINE,UPTO_MANGSIR_2082,ACTUAL,161711.34,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,UPTO_MANGSIR_2082,ACTUAL,8318745.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,UPTO_MANGSIR_2082,ACTUAL,8318745.0,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,UPTO_MANGSIR_2082,ACTUAL,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,UPTO_MANGSIR_2082,ACTUAL,0.0,
OTHER INCOME,,Interest Income,LINE,UPTO_MANGSIR_2082,ACTUAL,175090.96,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,UPTO_MANGSIR_2082,ACTUAL,292500.0,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,UPTO_MANGSIR_2082,ACTUAL,0.0,
OTHER INCOME,,API Suite,LINE,UPTO_MANGSIR_2082,ACTUAL,900000.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,UPTO_MANGSIR_2082,ACTUAL,25000.0,
OTHER INCOME,,ACS Services,LINE,UPTO_MANGSIR_2082,ACTUAL,1232500.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,UPTO_MANGSIR_2082,ACTUAL,0.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,UPTO_MANGSIR_2082,ACTUAL,0.0,
OTHER INCOME,,Cardless Withdrawal,LINE,UPTO_MANGSIR_2082,ACTUAL,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,UPTO_MANGSIR_2082,ACTUAL,0.0,
OTHER INCOME,,Other Income,LINE,UPTO_MANGSIR_2082,ACTUAL,632596.74,
OTHER INCOME,,Subtotal (D),LINE,UPTO_MANGSIR_2082,ACTUAL,3257687.7,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,UPTO_MANGSIR_2082,VARIANCE,144200.0,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,UPTO_MANGSIR_2082,VARIANCE,-613600.0,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,UPTO_MANGSIR_2082,VARIANCE,495000.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,UPTO_MANGSIR_2082,VARIANCE,-552750.0,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,UPTO_MANGSIR_2082,VARIANCE,2779295.9913902907,
CARD SEGMENT,I. SCT UPI CARD,ATM Management Fee,LINE,UPTO_MANGSIR_2082,VARIANCE,-241755.7549999999,
CARD SEGMENT,I. SCT UPI CARD,Card renewal fee,LINE,UPTO_MANGSIR_2082,VARIANCE,1647960.003333333,
CARD SEGMENT,I. SCT UPI CARD,Transaction Revenue (Issuing and Acquiring),LINE,UPTO_MANGSIR_2082,VARIANCE,1556849.0917704804,
CARD SEGMENT,I. SCT UPI CARD,Incentive from UPI,LINE,UPTO_MANGSIR_2082,VARIANCE,-1315200.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal - UPI Card,LINE,UPTO_MANGSIR_2082,VARIANCE,3899999.331494104,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Global),LINE,UPTO_MANGSIR_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Prabhu),LINE,UPTO_MANGSIR_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - Commercial Bank 1),LINE,UPTO_MANGSIR_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Transaction Fee Income (VISA - IME PAY),LINE,UPTO_MANGSIR_2082,VARIANCE,0.0,
CARD SEGMENT,II. VISA CARD,Subtotal - VISA Card,LINE,UPTO_MANGSIR_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Pulse Acquiring,LINE,UPTO_MANGSIR_2082,VARIANCE,442738.37206692086,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Net Revenue from Mastercard Acquiring,LINE,UPTO_MANGSIR_2082,VARIANCE,1623922.3414088187,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Module Fee,LINE,UPTO_MANGSIR_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Visa Acquiring Fees (From SCT Network Membes) - Transaction Fee,LINE,UPTO_MANGSIR_2082,VARIANCE,0.0,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal - Other Scheme Acquiring,LINE,UPTO_MANGSIR_2082,VARIANCE,2066660.7134757396,
CARD SEGMENT,III. OTHER SCHEMES ACQUIRING,Subtotal (A),LINE,UPTO_MANGSIR_2082,VARIANCE,5966660.044969844,
QR SEGMENT,,Revenue from P2P Fund Transfer,LINE,UPTO_MANGSIR_2082,VARIANCE,-33636.87500000003,B.
QR SEGMENT,,Subtotal (B),LINE,UPTO_MANGSIR_2082,VARIANCE,-33636.87500000003,
SMARTBANKING SEGMENT,,Gross Revenue from SmartBanking,LINE,UPTO_MANGSIR_2082,VARIANCE,-1134649.5,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,UPTO_MANGSIR_2082,VARIANCE,-1134649.5,
SMARTPAY SEGMENT,,Gross Revenue from IBFT Project,LINE,UPTO_MANGSIR_2082,VARIANCE,0.0,D
SMARTPAY SEGMENT,,Subtotal (D),LINE,UPTO_MANGSIR_2082,VARIANCE,0.0,
OTHER INCOME,,Interest Income,LINE,UPTO_MANGSIR_2082,VARIANCE,-263535.566,E.
OTHER INCOME,,Revenue from DMS User Fee,LINE,UPTO_MANGSIR_2082,VARIANCE,172500.0,
OTHER INCOME,,PIN Change from POS/Cash Advance POS,LINE,UPTO_MANGSIR_2082,VARIANCE,-250000.0,
OTHER INCOME,,API Suite,LINE,UPTO_MANGSIR_2082,VARIANCE,220000.0,
OTHER INCOME,,Merchant POS (VISA and UPI),LINE,UPTO_MANGSIR_2082,VARIANCE,-36666.666666666664,
OTHER INCOME,,ACS Services,LINE,UPTO_MANGSIR_2082,VARIANCE,1232500.0,
OTHER INCOME,,SCT HUB - Real Time Processing (Powered by API),LINE,UPTO_MANGSIR_2082,VARIANCE,-22000.0,
OTHER INCOME,,SCT HUB - ATM Monitoring,LINE,UPTO_MANGSIR_2082,VARIANCE,-100000.0,
OTHER INCOME,,Cardless Withdrawal,LINE,UPTO_MANGSIR_2082,VARIANCE,0.0,
OTHER INCOME,,SMS Gateway Maintenance Charge,LINE,UPTO_MANGSIR_2082,VARIANCE,-20000.0,
OTHER INCOME,,Other Income,LINE,UPTO_MANGSIR_2082,VARIANCE,332596.74,
OTHER INCOME,,Subtotal (D),LINE,UPTO_MANGSIR_2082,VARIANCE,1265394.5073333334,
CARD SEGMENT,I. SCT UPI CARD,Card Sales,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,1.0993934381031156,
CARD SEGMENT,I. SCT UPI CARD,Free Card Incentive (New Deal),LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.7777777777777778,
CARD SEGMENT,I. SCT UPI CARD,One Time Joining Fee,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Fee,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,0.4735714285714286,
CARD SEGMENT,I. SCT UPI CARD,Subscription Fee,LINE,UPTO_MANGSIR_2082,PCT_OF_ACHIEVEMENT,1.6670310379336697,
